crn,course,title,faculty,meeting,credits,enrolled
11997,GLHT 449 001,MED BIOENGINEERING WORKSHOP,"Faculty: Ramos, Renata F.",Meeting: 01:00PM - 05:59PM W TBA TBA,1,Enrolled: 0 (Permission Required)
12728,GLHT 449 002,MED BIOENGINEERING WORKSHOP,"Faculty: Ramos, Renata F.",Meeting: 01:00PM - 05:59PM W TBA TBA,1,Enrolled: 0 (Permission Required)
10939,GLHT 451 001,GLOBAL HEALTH DESIGN I,"Faculty: Oden, Zillah M.",Meeting: 08:30AM - 09:50AM MWF TBA TBA,3,Enrolled: 3 (Permission Required)
11492,GLHT 510 001,SEMINAR IN TROPICAL MEDICINE,"Faculty: Hotez, Peter",Meeting: 05:30PM - 06:59PM R TBA TBA,1,Enrolled: 4 (Max 40)
10489,GREE 101 001,ELEMENTARY GREEK I,"Faculty: Mackie, Hilary S.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 7 (Max 25)
10490,GREE 201 001,INTERMEDIATE GREEK I: PROSE,"Faculty: Mackie, Hilary S.",Meeting: 12:00PM - 12:50PM MWF TBA TBA,3,Enrolled: 4 (Max 18)
13148,GREE 307 001,ADVANCED GREEK: PROSE,"Faculty: Riesbeck, David J.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 1 (Max 18)
11196,GREE 491 001,DIRECTED READING,Faculty:,Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10718,GREE 503 001,DIRECTED READING GRAD STUDENTS,"Faculty: Mackie, Hilary S.",Meeting: TBA TBA,3,Enrolled: 1 (Max 19)
10036,HART 101 AM1,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 04:00PM - 04:50PM M TBA TBA,4,Enrolled: 12 (Max 18)
11388,HART 101 AR3,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 07:00PM - 07:50PM T TBA TBA,4,Enrolled: 3 (Max 18)
11095,HART 101 AW2,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 04:00PM - 04:50PM W TBA TBA,4,Enrolled: 2 (Max 18)
11884,HART 105 001,KEY MONUMENTS & ARTISTS,"Faculty: Manca, Joseph P.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 11 (Max 18)
10586,HART 211 001,INTRO TO ASIAN CIVILIZATIONS,"Faculty: Smith, Richard J.; Balabanlilar, Lisa A.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 1 (Max 6)
11822,HART 225 001,HISTORY & THEORY I (INTRO),"Faculty: Geiser, Reto",Meeting: 10:00AM - 10:50AM MW TBA TBA; 10:00AM - 10:50AM F TBA TBA,3,Enrolled: 2 (Max 30)
12273,HART 280 001,HISTORY & AESTHETICS OF FILM,"Faculty: Dove, Charles",Meeting: 01:00PM - 04:59PM M TBA TBA,4,Enrolled: 2 (Max 19)
10576,HART 300 001,MUSEUM INTERN,"Faculty: Neagley, Linda",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
12900,HART 320 001,18TH CENTURY EUROPEAN ART,Faculty:,Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 8 (Max 15)
12647,HART 328 001,EPIPHANIES,"Faculty: Brennan, Marcia G.",Meeting: 01:00PM - 03:59PM T TBA TBA,3,Enrolled: 4 (Max 15)
11921,HART 329 001,STREETS AND URBAN LIFE,"Faculty: Hamadeh, Shirine T.",Meeting: 01:30PM - 04:29PM T TBA TBA,3,Enrolled: 4 (Max 15)
12296,HART 343 001,MASTERS OF THE BAROQUE ERA,"Faculty: Manca, Joseph P.",Meeting: 07:00PM - 09:59PM R TBA TBA,3,Enrolled: 14 (Max 14)
12677,HART 365 001,ART BETWEEN THE WARS,"Faculty: Hughes, Gordon A.",Meeting: 09:00AM - 11:59AM R TBA TBA,3,Enrolled: 2 (Max 15)
12637,HART 378 001,THE AGE OF REMBRANDT,"Faculty: Wolfthal, Diane B.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 7 (Max 19)
13022,HART 392 001,LAT AMER ART/CINEMA SINCE 1960,Faculty:,Meeting: 05:30PM - 09:30PM T TBA TBA,4,Enrolled: 5 (Max 19)
12983,HART 396 001,MED HUMANITIES VISUAL CULTURES,"Faculty: Brennan, Marcia G.",Meeting: 01:00PM - 03:59PM M TBA TBA,3,Enrolled: 3 (Max 15)
10038,HART 400 001,BAYOU BEND INTERNSHIP,"Faculty: Manca, Joseph P.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10570,HART 402 001,HONORS THESIS,"Faculty: Neagley, Linda",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11999,HART 412 003,ADV SEMINAR IN ARCHITECTURE,"Faculty: Stevens, Sara K.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 25)
12075,HART 412 005,ADV SEMINAR IN ARCHITECTURE,"Faculty: Witte, Ronald R.",Meeting: 07:00PM - 09:29PM M TBA TBA,3,Enrolled: 1 (Max 25)
12816,HART 494 001,CONTEMP EAST ASIAN ART & ARCH,"Faculty: Nakamori, Yasufumi",Meeting: 06:00PM - 08:59PM T TBA TBA,3,Enrolled: 3 (Max 15)
11271,HART 501 001,MUSEUM INTERNSHIP,"Faculty: Neagley, Linda",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11015,HART 502 001,INDEPENDENT STUDY (FALL),"Faculty: Neagley, Linda",Meeting: TBA TBA,3,Enrolled: 0 (Max 10)
11422,HART 506 001,HISTORY & THEORY III 1890-1968,"Faculty: Colman, Scott W.",Meeting: 11:00AM - 11:50AM M TBA TBA; 11:00AM - 11:50AM WF TBA TBA,3,Enrolled: 0 (Max 28)
11925,HART 529 001,STREETS AND URBAN LIFE,"Faculty: Hamadeh, Shirine T.",Meeting: 01:30PM - 04:29PM T TBA TBA,3,Enrolled: 0 (Max 15)
12682,HART 543 001,MASTERS OF THE BAROQUE ERA,"Faculty: Manca, Joseph P.",Meeting: 07:00PM - 09:59PM R TBA TBA,3,Enrolled: 0 (Max 14)
11823,HART 545 001,HISTORY & THEORY I (INTRO),"Faculty: Geiser, Reto",Meeting: 10:00AM - 10:50AM MW TBA TBA; 10:00AM - 10:50AM F TBA TBA,3,Enrolled: 0 (Max 10)
12902,HART 550 001,18TH CENTURY EUROPEAN ART,Faculty:,Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 2 (Max 5)
12678,HART 575 001,ART BETWEEN WARS,"Faculty: Hughes, Gordon A.",Meeting: 09:00AM - 11:59AM R TBA TBA,3,Enrolled: 1 (Max 15)
12638,HART 578 001,THE AGE OF REMBRANDT,"Faculty: Wolfthal, Diane B.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 1 (Max 10)
12636,HART 590 001,METHODS OF ART HISTORY,"Faculty: Hopkins, John",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 0 (Permission Required)
13023,HART 592 001,LAT AMER ART/CINEMA SINCE 1960,Faculty:,Meeting: 05:30PM - 09:30PM T TBA TBA,4,Enrolled: 1 (Max 19)
11195,HART 600 001,INDEPENDENT STUDY,"Faculty: Neagley, Linda",Meeting: TBA TBA,3 TO 12,Enrolled: 3 (Max 10)
12001,HART 612 003,ADV SEMINAR IN ARCHITECTURE,"Faculty: Stevens, Sara K.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 25)
12077,HART 612 005,ADV SEMINAR IN ARCHITECTURE,"Faculty: Witte, Ronald R.",Meeting: 07:00PM - 09:29PM M TBA TBA,3,Enrolled: 0 (Max 25)
11254,HART 630 001,INDEPENDENT STUDY,"Faculty: Neagley, Linda",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11430,HART 800 001,Ph.D. RESEARCH,"Faculty: Neagley, Linda",Meeting: TBA TBA,1 TO 9,Enrolled: 11 (Max 12)
10323,HEAL 103 001,NUTRITION,"Faculty: Anding, Roberta H.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 43 (Max 50)
10324,HEAL 222 001,PRIN PUBLIC&COMMHEALTH,"Faculty: Perkins, Heidi Y.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 16 (Max 19)
10325,HEAL 379 001,INTERNSHIP IN HEALTH SCIENCES,"Faculty: Perkins, Heidi Y.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12320,HEAL 379 002,INTERNSHIP IN HEALTH SCIENCES,"Faculty: Iammarino, Nicholas K.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12317,HEAL 407 001,EPIDEMIOLOGY,"Faculty: Iammarino, Nicholas K.",Meeting: 08:00AM - 09:15AM TR TBA TBA,3,Enrolled: 20 (Max 19)
10326,HEAL 460 001,PLAN/EVAL: HEALTH PROGRAMS,"Faculty: Perkins, Heidi Y.",Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 9 (Max 12)
12318,HEAL 495 001,INDEPENDENT STUDIES,"Faculty: Iammarino, Nicholas K.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11007,HEAL 495 002,INDEPENDENT STUDIES,"Faculty: Perkins, Heidi Y.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10327,HEAL 498 001,DISPARITIES IN HEALTH IN AMER,"Faculty: Rodriguez, Augusto X.",Meeting: 02:30PM - 03:59PM MW TBA TBA,1 TO 3,Enrolled: 19 (Max 19)
12319,HEAL 499 001,TEACH PRACTICUM HEALTH SCIENCE,"Faculty: Iammarino, Nicholas K.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10824,HEAL 499 002,TEACH PRACTICUM HEALTH SCIENCE,"Faculty: Perkins, Heidi Y.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10328,HEAL 499 003,TEACH PRACTICUM HEALTH SCIENCE,"Faculty: Anding, Roberta H.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
12752,HEBR 263 001,INTERM HEBR LANG & CULTURE II,"Faculty: Weininger, Melissa S.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 5 (Max 19)
11290,HIND 105 001,ACCELERATED BEGINNING HINDI,"Faculty: Mehta, Sarita",Meeting: 11:00AM - 12:25PM MWF TBA TBA,5,Enrolled: 7 (Max 19)
13068,HIND 264 001,INTERMEDIATE HINDI III,"Faculty: Mehta, Sarita",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 3 (Max 19)
13067,HIND 301 001,ADVANCED HINDI I,"Faculty: Mehta, Sarita",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 4 (Max 19)
10247,HIST 101 001,"MODERN EUROPE, 1500-1789","Faculty: Zammito, John H.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 31 (Max 60)
10492,HIST 117 001,EARLY AMERICA,"Faculty: Sidbury, James",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 36 (Max 40)
12464,HIST 204 001,THE INVENTION OF AFRICA,"Faculty: Staller, Jared G.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 4 (Max 15)
10248,HIST 206 001,INTRO TO ASIAN CIVILIZATIONS,"Faculty: Smith, Richard J.; Balabanlilar, Lisa A.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 7 (Max 17)
11866,HIST 231 001,AFRICAN HIST:NORTH/WEST/CENT,"Faculty: Staller, Jared G.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 14 (Max 19)
12465,HIST 233 001,HISTORY OF MODERN SCIENCE,"Faculty: Mody, Cyrus",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 25 (Max 25)
11570,HIST 246 001,AMERICAN CIVIL WAR ERA,"Faculty: McDaniel, William C.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 30 (Max 40)
12466,HIST 279 001,THE CARIBBEAN IN REVOLUTION,"Faculty: Cox, Edward L.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 4 (Max 15)
12468,HIST 281 001,PREMODERN MIDDLE EAST HISTORY,"Faculty: Sanders, Paula",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 12 (Max 19)
12472,HIST 295 001,THE AMERICAN SOUTH,"Faculty: Boles, John B.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 6 (Max 25)
10249,HIST 300 001,INDEPENDENT STUDY,Faculty:,Meeting: TBA TBA,1 TO 4,Enrolled: 2 (Permission Required)
11572,HIST 313 001,MODERN MEXICO,"Faculty: Lopez Alonso, Moramay",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 11 (Max 30)
11923,HIST 329 001,STREETS AND URBAN LIFE,"Faculty: Hamadeh, Shirine T.",Meeting: 01:30PM - 04:29PM T TBA TBA,3,Enrolled: 3 (Max 15)
12474,HIST 330 001,SLAVE TRADE & AFRO-AMERICA,"Faculty: Byrd, Alexander X.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 14 (Max 15)
10879,HIST 341 001,PRE-MODERN CHINA,"Faculty: Smith, Richard J.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 29 (Max 30)
12475,HIST 358 001,HUMANITARIANISM SINCE 19TH CEN,"Faculty: Cohen, Gerard D.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 11 (Max 19)
12476,HIST 373 001,19TH C SOC/POLITICAL THOUGHT,"Faculty: Caldwell, Peter C.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 17 (Max 50)
12467,HIST 379 001,THE CARIBBEAN IN REVOLUTION,"Faculty: Cox, Edward L.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 11 (Max 15)
12473,HIST 395 001,THE AMERICAN SOUTH,"Faculty: Boles, John B.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 19 (Max 25)
12477,HIST 397 001,ECONOMIC HIST IN THE AMERICAS,"Faculty: Lopez Alonso, Moramay",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 8 (Max 19)
11872,HIST 403 001,ADVANCED RESEARCH SEMINAR,"Faculty: Balabanlilar, Lisa A.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 2 (Permission Required)
11161,HIST 415 001,RISE&FALL BRITISH EMPIRE,"Faculty: Wiener, Martin J.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 3 (Max 15)
12478,HIST 423 001,AMERICAN RADICALS & REFORMERS,"Faculty: McDaniel, William C.",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 15 (Max 15)
12479,HIST 428 001,SLAVERY & HUMAN TRAFFICKING,"Faculty: Ward, Kerry R.",Meeting: 03:00PM - 04:15PM MW TBA TBA,3,Enrolled: 9 (Max 15)
12330,HIST 431 001,THE WEIMAR REPUBLIC,"Faculty: Emden, Christian J.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 10 (Max 15)
11584,HIST 461 001,WW II: A POLITICAL HISTORY,"Faculty: Cohen, Gerard D.",Meeting: 06:00PM - 08:59PM T TBA TBA,3,Enrolled: 15 (Max 15)
12480,HIST 506 001,COLONIAL & IMPERIAL BRAZIL,"Faculty: Metcalf, Alida C.",Meeting: 02:00PM - 04:59PM R TBA TBA,4,Enrolled: 3 (Max 15)
10252,HIST 509 001,DIRECTED READINGS,Faculty:,Meeting: TBA TBA,4,Enrolled: 2 (Max 19)
11008,HIST 510 001,DIRECTED READINGS,Faculty:,Meeting: TBA TBA,4,Enrolled: 0 (Max 19)
12481,HIST 533 001,"SCIENCE, TECH, & THE COLD WAR","Faculty: Mody, Cyrus",Meeting: 02:00PM - 04:59PM W TBA TBA,4,Enrolled: 4 (Max 15)
12774,HIST 542 001,MODERN MIDDLE EAST,"Faculty: Makdisi, Ussama",Meeting: 09:00AM - 11:59AM W TBA TBA,4,Enrolled: 4 (Max 15)
11585,HIST 565 001,THE ATLANTIC WORLD,"Faculty: Sidbury, James",Meeting: 05:00PM - 07:59PM W TBA TBA,4,Enrolled: 4 (Max 12)
10250,HIST 575 001,INTRO DOCTORAL STUDIES,"Faculty: Caldwell, Peter C.",Meeting: 01:00PM - 03:59PM M TBA TBA,4,Enrolled: 0 (Permission Required)
11877,HIST 577 001,PEDAGOGY SEMINAR,"Faculty: McDaniel, William C.",Meeting: 01:00PM - 03:59PM M TBA TBA,2,Enrolled: 8 (Max 10)
11878,HIST 578 001,PROSPECTUS SEMINAR,"Faculty: Mody, Cyrus",Meeting: 01:00PM - 03:59PM M TBA TBA,2,Enrolled: 8 (Max 10)
11351,HIST 582 001,BRITAIN AND BRITISH EMPIRE,"Faculty: Wiener, Martin J.",Meeting: TBA TBA,4,Enrolled: 0 (Permission Required)
12482,HIST 590 001,INTRODUCTION TO WORLD HISTORY,"Faculty: Ward, Kerry R.",Meeting: 02:00PM - 04:59PM T TBA TBA,4,Enrolled: 5 (Max 15)
10251,HIST 591 001,GRADUATE READING,Faculty:,Meeting: TBA TBA,1,Enrolled: 1 (Max 19)
12483,HIST 595 595,THE AMERICAN SOUTH,"Faculty: Boles, John B.",Meeting: 01:00PM - 04:59PM F TBA TBA,4,Enrolled: 5 (Max 15)
11948,HIST 599 001,ADVANCED MUSEUM STUDIES,Faculty:,Meeting: TBA TBA,4,Enrolled: 0 (Max 10)
12133,HIST 700 002,THIRD-YEAR RESEARCH,Faculty:,Meeting: TBA TBA,4 TO 12,Enrolled: 0 (Max 1)
10594,HIST 800 001,PH.D. RESEARCH,Faculty:,Meeting: TBA TBA,9 TO 12,Enrolled: 18 (Max 40)
11011,HONS 470 001,UNDERGRAD SCHOLARS PROGRAM,"Faculty: Wagner, Daniel S.; Gillis, Malcolm",Meeting: 06:50PM - 08:59PM T TBA TBA,1 TO 3,Enrolled: 12 (Permission Required)
10348,HUMA 201 002,PUBLIC SPEAKING,"Faculty: LaBove, Shannon D.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 16 (Max 16)
11919,HUMA 201 003,PUBLIC SPEAKING,"Faculty: LaBove, Shannon D.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 16 (Max 16)
11279,HUMA 210 001,FORENSICS PRACTICUM,"Faculty: LaBove, Shannon D.",Meeting: 06:00PM - 08:59PM T TBA TBA,1,Enrolled: 0 (Permission Required)
11423,HUMA 295 001,CAREERS THRU INTERNSHIP,"Faculty: Wendlandt, Nancy M.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
13094,HUMA 300 001,PJHC SERVICE REFLECTION,"Faculty: Dayton, Anne L.",Meeting: 06:00PM - 07:40PM T TBA TBA,1,Enrolled: 0 (Permission Required)
12748,HUMA 303 001,PERSUASION&POLITICAL RHETORIC,"Faculty: Worth, David S.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 11 (Max 19)
10349,HUMA 309 001,ARGUMENTATION & DEBATE,"Faculty: Worth, David S.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 16 (Max 16)
10350,HUMA 310 001,ADVANCED FORENSICS PRACTICUM,"Faculty: Worth, David S.",Meeting: 06:00PM - 08:59PM T TBA TBA,1,Enrolled: 1 (Permission Required)
12596,HUMA 371 001,"POVERTY, JUSTICE, CAPABILITIES","Faculty: Strassmann, Diana L.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 3 (Permission Required)
11310,HUMA 372 001,GERMAN FAIRY TALE: OLD & NEW,"Faculty: Weissenberger, Klaus H.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 14 (Max 30)
11034,HUMA 421 001,MEDICAL HUMANITIES RESEARCH I,"Faculty: Taylor, Matthew D.; Brody, Baruch A.",Meeting: TBA TBA,3,Enrolled: 1 (Permission Required)
11233,HURC 401 001,MASTER CLASS,"Faculty: Roof, Judith A.",Meeting: TBA TBA,1,Enrolled: 4 (Permission Required)
13009,HURC 405 001,DIACHRONIC MAPPING,"Faculty: El-Dahdah, Fares",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Permission Required)
11282,HURC 501 001,ABOUT TIME,"Faculty: Henze, Matthias",Meeting: 02:30PM - 05:50PM R TBA TBA,3,Enrolled: 2 (Permission Required)
11283,HURC 601 001,HRC MASTER CLASS,"Faculty: Roof, Judith A.",Meeting: TBA TBA,1,Enrolled: 4 (Permission Required)
11284,HURC 602 001,RICE SEMINARS,"Faculty: Michie, Helena; Regier, Alexander",Meeting: TBA TBA,3,Enrolled: 2 (Permission Required)
13010,HURC 605 001,DIACHRONIC MAPPING,"Faculty: El-Dahdah, Fares",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Permission Required)
13115,ITAL 101 002,ELEM ITALIAN I: LANG & CULTURE,Faculty:,Meeting: 08:25AM - 09:50AM MWF TBA TBA,5,Enrolled: 3 (Max 19)
13049,ITAL 263 001,INTERMEDIATE ITALIAN II,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 6 (Max 19)
10167,JAPA 101 001,INTRODUCTION TO JAPANESE I,"Faculty: Sato, Hiroko",Meeting: 08:25AM - 09:15AM TR TBA TBA; 09:00AM - 09:50AM MWF TBA TBA,5,Enrolled: 11 (Max 19)
12754,JAPA 263 001,INTERM JAPANESE LANG & CULT II,"Faculty: Sato, Hiroko",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 10 (Max 19)
10573,KECK 592 001,SEMINAR IN COMPUTATIONAL BIOL,Faculty:,Meeting: 03:30PM - 05:59PM F TBA TBA,1,Enrolled: 0 (Max 40)
10329,KINE 300 001,HUMAN ANATOMY,"Faculty: Schell, Wendy E.",Meeting: 08:00AM - 09:15AM TR TBA TBA,3,Enrolled: 43 (Permission Required)
10330,KINE 301 001,HUMAN PHYSIOLOGY,"Faculty: Gibson, Brian T.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 81 (Max 100)
10712,KINE 302 001,BIOMECHANICS,"Faculty: Ortiz, Alexis",Meeting: 06:30PM - 08:59PM M TBA TBA,3,Enrolled: 33 (Max 25)
10546,KINE 311 001,MOTOR LEARNING,"Faculty: Etnyre, Bruce R.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 35 (Max 35)
11194,KINE 319 001,INTRO TO MEASUREMENT AND STATS,"Faculty: Rodriguez, Augusto X.",Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 28 (Max 25)
10547,KINE 325 001,MOTOR LEARNING LAB,"Faculty: Etnyre, Bruce R.",Meeting: 08:00AM - 08:50AM W TBA TBA,1,Enrolled: 14 (Max 35)
11623,KINE 325 002,MOTOR LEARNING LAB,"Faculty: Etnyre, Bruce R.",Meeting: 07:00PM - 07:50PM T TBA TBA,1,Enrolled: 21 (Max 35)
10331,KINE 375 001,SPORTS MEDICINE INTERNSHIP,"Faculty: Etnyre, Bruce R.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11203,KINE 375 002,SPORTS MEDICINE INTERNSHIP,"Faculty: Rodriguez, Augusto X.",Meeting: TBA TBA,1 TO 3,Enrolled: 8 (Permission Required)
10825,KINE 495 001,INDEPENDENT STUDY,"Faculty: Rodriguez, Augusto X.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10332,KINE 495 002,INDEPENDENT STUDY,"Faculty: Etnyre, Bruce R.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11508,KINE 498 001,EXERCISE EPIDEMIOLOGY,"Faculty: Rodriguez, Augusto X.",Meeting: 01:00PM - 02:15PM MW TBA TBA,1 TO 3,Enrolled: 22 (Max 19)
10333,KINE 499 001,TEACHING PRACTICUM,"Faculty: Etnyre, Bruce R.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
10334,KINE 499 002,TEACHING PRACTICUM,"Faculty: Rodriguez, Augusto X.",Meeting: TBA TBA,1 TO 3,Enrolled: 2 (Permission Required)
10335,KINE 499 003,TEACHING PRACTICUM,"Faculty: Schell, Wendy E.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11207,KINE 499 004,TEACHING PRACTICUM,"Faculty: Gibson, Brian T.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10169,KORE 101 001,INTRODUCTION TO KOREAN I,Faculty:,Meeting: 11:00AM - 12:29PM MWF TBA TBA,5,Enrolled: 8 (Max 19)
12755,KORE 263 001,INTERM KOREAN LANG & CULT II,Faculty:,Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 10 (Max 19)
11426,LASR 158 001,INTRO LATIN AMERICAN STUDIES,"Faculty: Gutierrez, Manuel",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 3 (Max 40)
10487,LATI 101 001,ELEMENTARY LATIN I,"Faculty: Somerville, Ted",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 11 (Max 25)
11390,LATI 201 001,INTERMEDIATE LATIN I: PROSE,"Faculty: Somerville, Ted",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 2 (Max 19)
12603,LATI 317 001,READINGS IN LIVY,"Faculty: McGill, Scott C.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 4 (Max 19)
10491,LATI 491 001,DIRECTED READING,Faculty:,Meeting: TBA TBA,3,Enrolled: 0 (Max 10)
10822,LATI 503 001,DIRECTED READING GRAD STUDENTS,Faculty:,Meeting: TBA TBA,3,Enrolled: 0 (Max 19)
10647,LEAD 150 001,LEADERSHIP IN PROF. CONTEXT,"Faculty: Hendrix, Jesse W.; Le, Han N.",Meeting: TBA TBA,1,Enrolled: 12 (Permission Required)
11647,LEAD 250 001,LEADERSHIP AND PROF EXCELLENCE,"Faculty: Le, Han N.; Martin, Felicia M.",Meeting: TBA TBA,2,Enrolled: 33 (Permission Required)
10884,LEAD 311 001,LEADERSHIP AND CREATIVITY,"Faculty: Le, Han N.",Meeting: 03:00PM - 04:29PM W TBA TBA,1,Enrolled: 13 (Max 15)
10513,LEAD 313 001,ENTREPRENEURIAL LEADERSHIP,Faculty:,Meeting: 03:30PM - 05:29PM M TBA TBA,2,Enrolled: 14 (Max 23)
11417,LEAD 321 002,LEADERSHIP COMMUNICATION,"Faculty: Barrett, Deborah J.",Meeting: 01:00PM - 02:29PM MW TBA TBA,3,Enrolled: 15 (Max 15)
11200,LEAD 330 001,LEADERSHIP IN HIGHER EDUCATION,"Faculty: Kirby, Kevin E.",Meeting: 07:00PM - 07:59PM T TBA TBA,1,Enrolled: 21 (Max 25)
10232,LING 200 001,INTRO TO STUDY OF LANGUAGE,"Faculty: Taylor, Christopher M.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 49 (Max 75)
12665,LING 200 003,INTRO TO STUDY OF LANGUAGE,"Faculty: Oko, Christina W.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 35 (Max 50)
12036,LING 205 001,LANGUAGE AND SOCIETY,"Faculty: Taylor, Christopher M.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 27 (Max 44)
